"user_id","email","first_name","last_name","age","gender","country","state_province","city","subscription_plan","subscription_start_date","is_active","monthly_spend","primary_device","household_size","created_at"
"user_00012","jamesherrera@example.org","isaiah","wright",41,"Female","USA","Missouri","Mortonside","Premium",2022-09-26,TRUE,29.23,"Tablet",2,2025-06-29
"user_00013","richardolson@example.com","franklin","galloway",32,"Female","USA","Ohio","Mitchellside","Basic",2023-01-18,TRUE,18.68,"Gaming Console",3,2023-03-29
"user_00014","adkinsbrian@example.net","wesley","brown",22,"Male","USA","Pennsylvania","North Brooke","Basic",2023-10-18,TRUE,25.19,"Laptop",2,2024-04-28
"user_00015","barnesbrandy@example.net","sarah","santiago",45,"Female","Canada","Alberta","West Randy","Basic",2023-12-16,FALSE,5.14,"Mobile",3,2022-08-13
"user_00016","medinawilliam@example.org","nicole","wood",50,"Female","USA","Pennsylvania","Bassport","Standard",2024-08-02,TRUE,3.36,"Laptop",1,2025-05-20
"user_00017","josephpreston@example.net","joseph","robbins",25,"Female","USA","Indiana","Williamview","Premium",2022-11-11,TRUE,13.44,"Smart TV",1,2025-01-27
"user_00018","cookdavid@example.com","joyce","hoffman",36,"Female","USA","Tennessee","Lake Rebeccaside","Basic",2025-02-01,TRUE,8.78,"Laptop",6,2023-11-16
"user_00019","michael05@example.org","elizabeth","deleon",26,"Other","USA","Ohio","East Michelle","Premium",2025-03-25,TRUE,10.28,"Mobile",7,2023-02-15
"user_00020","vpham@example.org","erik","reyes",31,"Female","USA","Indiana","Walkermouth","Premium+",2023-07-02,TRUE,11.32,"Tablet",1,2023-04-04
"user_00021","emurphy@example.com","darlene","frazier",38,"Female","Canada","Alberta","North Natalieview","Basic",2024-04-29,TRUE,17.24,"Laptop",3,2022-09-13
"user_00022","jessica56@example.net","paul","scott",33,"Male","USA","Florida","New Saraside","Premium+",2023-09-05,TRUE,0.54,"Gaming Console",2,2025-06-07
"user_00023","elizabeth14@example.net","elizabeth","powell",40,"Female","Canada","New Brunswick","East Robert","Basic",2024-08-13,TRUE,6.29,"Gaming Console",3,2024-06-07
"user_00024","akelley@example.com","jason","marshall",50,"Female","Canada","British Columbia","New Thomas","Standard",2024-07-24,TRUE,23.83,"Desktop",2,2024-02-18
"user_00025","cardenaskaren@example.net","jeffrey","hernandez",36,"Male","USA","New York","South Cheryl","Premium+",2023-12-14,FALSE,11.97,"Tablet",2,2024-09-28
"user_00026","jross@example.net","patricia","osborne",60,"Other","Canada","Ontario","Port Susan","Basic",2022-09-26,TRUE,36.53,"Smart TV",2,2025-05-04
"user_00027","danderson@example.net","stephanie","salazar",37,"Female","USA","Michigan","Merrittfort","Basic",2023-05-13,TRUE,17.72,"Mobile",2,2025-02-08
"user_00028","rsims@example.com","jennifer","nelson",36,"Male","USA","Indiana","East Edwardfurt","Standard",2024-09-14,TRUE,41.44,"Laptop",3,2023-10-31
"user_00029","nperry@example.com","rebecca","gates",28,"Female","USA","Washington","Smithstad","Basic",2024-11-04,TRUE,12.06,"Gaming Console",2,2024-03-14
"user_00030","brobinson@example.com","paul","ramsey",24,"Unknown","USA","Indiana","New Amanda","Premium",2024-05-11,TRUE,10.17,"Laptop",4,2022-11-03
"user_00031","michellewhite@example.com","mark","murphy",26,"Male","USA","Massachusetts","Karenchester","Premium+",2025-02-02,TRUE,18.19,"Tablet",2,2022-08-24
"user_00032","jeffrey10@example.org","james","howell",56,"Male","USA","Pennsylvania","South Elizabeth","Premium+",2023-12-24,TRUE,7.49,"Gaming Console",4,2024-11-20
"user_00033","stricklandfrank@example.com","beth","johnston",60,"Male","USA","California","Davidborough","Standard",2024-05-11,TRUE,27.09,"Smart TV",2,2022-11-22
"user_00034","hoganashlee@example.org","amanda","jones",32,"Unknown","USA","Massachusetts","Port Robertfort","Standard",2023-11-20,TRUE,26.24,"Gaming Console",1,2024-06-29
"user_00035","ryangross@example.net","christina","marshall",31,"Male","USA","Pennsylvania","Melissaland","Premium+",2025-03-25,TRUE,19.52,"Desktop",1,2024-11-02
"user_00036","anthony52@example.com","michael","peterson",36,"Other","USA","Texas","New Stacyland","Premium",2024-09-29,TRUE,9.74,"Smart TV",1,2024-04-02
"user_00037","fbrewer@example.com","christopher","sullivan",41,"Male","Canada","British Columbia","Elizabethstad","Standard",2024-03-30,TRUE,27.56,"Desktop",1,2023-11-12
"user_00038","jacqueline44@example.com","david","stewart",21,"Female","USA","Indiana","East Joanna","Standard",2024-10-04,TRUE,37.01,"Mobile",2,2025-07-12
"user_00039","jeremy24@example.org","joshua","tran",40,"Female","USA","New York","Garciatown","Standard",2023-12-29,TRUE,13.1,"Tablet",2,2023-08-11
"user_00040","shelley71@example.org","travis","hernandez",48,"Female","USA","Ohio","East Davidchester","Standard",2024-11-29,TRUE,15.84,"Tablet",1,2023-12-09
"user_00041","michelle64@example.net","chelsea","meza",29,"Female","Canada","Alberta","West Donna","Standard",2023-04-21,TRUE,25.73,"Laptop",2,2023-01-21
"user_00042","enorris@example.com","jesse","warner",58,"Male","Canada","Alberta","Lake Jesusview","Standard",2023-11-10,TRUE,27.64,"Laptop",6,2024-07-12
"user_00043","charlesmartin@example.com","scott","barker",35,"Male","Canada","Nova Scotia","Vincentfort","Standard",2022-10-29,TRUE,6.05,"Tablet",4,2025-04-03
"user_00044","anthony39@example.net","yvonne","johnston",42,"Male","Canada","Newfoundland and Labrador","Stonemouth","Basic",2023-02-16,TRUE,32.85,"Mobile",5,2024-06-28
"user_00045","harrisonricky@example.com","mia","jenkins",40,"Female","USA","Pennsylvania","Elainefurt","Premium",2023-12-13,TRUE,3.22,"Desktop",4,2023-05-06
"user_00046","ahancock@example.net","robert","stone",23,"Male","USA","Missouri","Wolfborough","Premium+",2024-03-25,TRUE,35.11,"Desktop",5,2023-11-26
"user_00047","johnsoncrystal@example.org","lance","tran",50,"Female","USA","Wisconsin","Port Robin","Premium+",2025-06-04,TRUE,22.98,"Smart TV",2,2024-01-31
"user_00048","robert77@example.org","andrea","lee",33,"Female","Canada","Manitoba","West Kendrachester","Basic",2025-05-21,TRUE,16.5,"Smart TV",2,2025-01-18
"user_00049","mary97@example.org","amanda","cook",39,"Other","USA","Tennessee","Cantuborough","Basic",2024-04-19,TRUE,15.27,"Desktop",2,2025-02-26
"user_00050","floresthomas@example.com","vanessa","simpson",47,"Male","USA","Georgia","New Tammy","Premium+",2025-03-12,FALSE,2.01,"Smart TV",2,2022-11-20
"user_00051","bowenrobert@example.net","charles","morgan",24,"Other","USA","Washington","Port Markside","Premium",2025-06-12,FALSE,19.09,"Smart TV",2,2025-03-15
"user_00052","younggabrielle@example.com","julie","good",20,"Male","Canada","Quebec","Jacksonport","Premium",2022-09-21,TRUE,15.39,"Tablet",3,2023-06-20
"user_00053","hthomas@example.com","george","lynch",34,"Male","USA","Indiana","South Roberta","Standard",2023-04-13,TRUE,30.64,"Smart TV",3,2023-12-19
"user_00054","rsantana@example.net","charles","huerta",53,"Unknown","Canada","British Columbia","Vaughnmouth","Premium",2023-03-08,TRUE,16.83,"Gaming Console",7,2025-02-23
"user_00055","patrickhoward@example.com","andrew","hill",44,"Female","USA","New York","Wallport","Standard",2024-05-28,TRUE,15.21,"Mobile",2,2023-03-31
"user_00056","erica21@example.net","kyle","johnson",37,"Female","Canada","Quebec","North Renee","Premium",2024-10-29,TRUE,29.14,"Desktop",3,2023-03-11
"user_00057","maria47@example.com","linda","mccarty",59,"Other","Canada","British Columbia","Port Erica","Premium",2025-06-27,TRUE,23.46,"Tablet",1,2022-11-10
"user_00058","bakerdavid@example.com","brenda","rodriguez",49,"Male","USA","Illinois","Johnsonside","Standard",2025-05-01,TRUE,12.29,"Mobile",5,2024-07-12
"user_00059","debra12@example.org","kevin","wilson",40,"Unknown","USA","Wisconsin","South Shawn","Standard",2024-05-06,TRUE,13,"Tablet",3,2025-03-30
"user_00060","rgilbert@example.org","jeff","sampson",22,"Male","USA","Tennessee","Lake Michaelstad","Premium",2023-10-12,TRUE,19.03,"Mobile",3,2025-06-28
"user_00061","batesdarlene@example.net","brent","sanchez",20,"Male","USA","Pennsylvania","North Maria","Standard",2024-05-05,TRUE,3.9,"Gaming Console",2,2023-07-29
"user_00062","ramireztracey@example.org","lauren","guerrero",27,"Female","USA","Washington","North Michael","Premium",2024-05-08,TRUE,10.7,"Desktop",1,2023-02-09
"user_00063","judyfox@example.net","thomas","palmer",26,"Unknown","Canada","New Brunswick","Gordonton","Standard",2023-12-17,TRUE,20.26,"Gaming Console",2,2022-10-08
"user_00064","gsimmons@example.com","charles","morris",40,"Female","Canada","New Brunswick","East Joshuashire","Premium",2023-09-23,TRUE,6.76,"Gaming Console",3,2023-12-13
"user_00065","mcguiredanny@example.net","russell","gutierrez",38,"Female","USA","Pennsylvania","Perryville","Basic",2023-11-12,TRUE,3.95,"Desktop",3,2023-09-17
"user_00066","fjones@example.org","colin","cain",26,"Female","USA","Florida","Elizabethchester","Premium",2025-03-16,TRUE,42.395,"Laptop",6,2025-03-11
"user_00067","caroline51@example.net","eric","walker",38,"Male","USA","Illinois","Meganstad","Standard",2024-11-14,TRUE,24.02,"Desktop",1,2025-01-03
"user_00068","anthony44@example.com","adam","knight",30,"Male","USA","Tennessee","East Joycetown","Basic",2024-10-27,FALSE,32.9,"Tablet",1,2023-09-19
"user_00069","eric45@example.net","nicole","moore",40,"Female","USA","Illinois","West Scottchester","Premium",2024-05-28,TRUE,12.48,"Tablet",4,2023-05-29
"user_00070","russell49@example.com","brandon","joyce",50,"Male","Canada","New Brunswick","East Kevinborough","Premium+",2024-11-16,TRUE,12.47,"Laptop",2,2023-07-28
"user_00071","lburgess@example.org","amanda","mason",43,"Male","USA","Arizona","South Michelleton","Standard",2022-08-22,TRUE,2.48,"Mobile",2,2025-03-04
"user_00072","amckinney@example.com","richard","jackson",28,"Female","USA","Michigan","Christopherville","Premium",2023-11-22,TRUE,22.83,"Tablet",2,2024-02-28
"user_00073","julie35@example.org","william","schmidt",39,"Other","Canada","Quebec","Michaelberg","Basic",2022-11-22,TRUE,8.02,"Gaming Console",1,2023-03-07
"user_00074","thompsonkendra@example.com","karen","maldonado",44,"Female","Canada","Newfoundland and Labrador","Edwardland","Basic",2023-11-29,TRUE,21.07,"Gaming Console",2,2024-12-22
"user_00075","william47@example.com","brian","jones",29,"Female","Canada","Newfoundland and Labrador","Fordside","Premium",2023-12-07,TRUE,42.395,"Smart TV",2,2023-07-21
"user_00076","susanhayes@example.com","william","williams",26,"Male","Canada","Nova Scotia","Warrenburgh","Standard",2023-09-14,TRUE,13.91,"Tablet",2,2023-10-01
"user_00077","mccormickdeborah@example.org","cody","mitchell",35,"Female","USA","Massachusetts","Christopherberg","Premium",2023-07-08,FALSE,27.46,"Desktop",2,2022-12-22
"user_00078","angelica52@example.net","debbie","romero",53,"Female","Canada","Alberta","Kyleborough","Standard",2025-06-05,TRUE,17.93,"Laptop",2,2023-03-01
"user_00079","chrisrichard@example.org","ebony","harper",30,"Male","USA","Massachusetts","East Marie","Premium",2024-09-30,TRUE,17.62,"Tablet",3,2023-10-27
"user_00080","wbishop@example.net","jesus","collins",21,"Male","Canada","Manitoba","West Erika","Standard",2023-12-21,TRUE,7.47,"Gaming Console",1,2024-12-02
"user_00081","lisasolis@example.org","brett","sawyer",56,"Other","USA","Georgia","West Christopherburgh","Premium",2023-12-07,TRUE,20.41,"Mobile",3,2025-01-29
"user_00082","lisawilkerson@example.org","brian","young",24,"Other","USA","Arizona","Jeffreymouth","Premium",2025-02-06,TRUE,12.08,"Gaming Console",3,2024-12-17
"user_00083","mitchellmaria@example.net","katherine","west",33,"Female","USA","Massachusetts","North Jonathanberg","Basic",2022-12-01,TRUE,9.39,"Smart TV",5,2023-04-20
"user_00084","allendanielle@example.net","bryan","carlson",50,"Unknown","Canada","Nova Scotia","Lake Douglas","Standard",2022-08-03,TRUE,6.54,"Smart TV",2,2023-04-23
"user_00085","elizabethmiller@example.com","stephanie","myers",48,"Female","USA","California","Lake Paulstad","Basic",2024-10-29,TRUE,1.91,"Laptop",2,2024-12-14
"user_00086","jessicafuller@example.net","dennis","payne",66,"Male","USA","Georgia","Pollardfort","Premium",2025-01-07,TRUE,13.95,"Gaming Console",1,2024-09-25
"user_00087","carterbradley@example.org","leslie","robertson",26,"Female","USA","Tennessee","Benjaminborough","Standard",2023-08-28,TRUE,14.46,"Mobile",3,2025-03-08
"user_00088","david56@example.com","patricia","morgan",38,"Other","Canada","Alberta","Holtstad","Standard",2024-12-27,TRUE,10.87,"Laptop",4,2022-10-28
"user_00089","manuel15@example.net","kirk","jackson",32,"Unknown","Canada","Quebec","Sergiostad","Standard",2023-05-29,TRUE,8.26,"Gaming Console",2,2022-10-24
"user_00090","william20@example.org","austin","young",20,"Male","USA","Missouri","Patrickshire","Standard",2024-05-26,TRUE,22.14,"Tablet",7,2025-06-07
"user_00091","khines@example.org","raymond","wright",27,"Female","Canada","Saskatchewan","Lake Jacobhaven","Basic",2025-04-29,TRUE,5.81,"Tablet",1,2023-05-16
"user_00092","nlewis@example.com","james","farrell",20,"Male","Canada","Quebec","Lake Sean","Premium",2025-01-06,TRUE,6.55,"Gaming Console",4,2024-08-03
"user_00093","patricia22@example.com","david","conner",31,"Female","USA","Virginia","Johnsonside","Premium+",2023-12-27,TRUE,16.17,"Mobile",3,2024-06-03
"user_00094","parkeryvonne@example.net","alicia","morrow",13,"Male","USA","Georgia","West Dawn","Premium",2023-12-25,TRUE,38.05,"Desktop",2,2022-12-21
"user_00095","ryanbartlett@example.org","april","martin",36,"Female","USA","New Jersey","West Stacey","Standard",2025-02-14,TRUE,31.99,"Gaming Console",4,2023-03-06
"user_00096","colleenmendez@example.org","brittany","jackson",30,"Male","USA","Michigan","Port Michelleland","Premium",2025-06-06,TRUE,7.71,"Desktop",1,2024-07-16
"user_00097","jimenezcourtney@example.com","timothy","evans",52,"Male","Canada","Prince Edward Island","East Scottfort","Standard",2023-03-13,FALSE,8.84,"Desktop",3,2023-07-11
"user_00098","theresa25@example.net","luis","martinez",24,"Female","USA","New Jersey","East Colin","Standard",2025-06-03,TRUE,3.68,"Gaming Console",1,2023-05-02
"user_00099","sarah53@example.org","wendy","jimenez",20,"Female","USA","New York","Johnsonfurt","Premium",2025-06-26,FALSE,14.89,"Smart TV",4,2024-05-03
"user_00100","campbellcarla@example.net","justin","boone",22,"Female","USA","North Carolina","West Jessica","Premium",2023-09-07,TRUE,18.46,"Mobile",4,2022-09-28
"user_00101","angela16@example.net","kathy","bryan",14,"Male","USA","Illinois","North Phillip","Premium+",2024-04-04,TRUE,28.98,"Smart TV",1,2024-11-07
"user_00102","cporter@example.org","jennifer","stone",45,"Female","USA","Missouri","West Sarah","Premium",2023-01-27,TRUE,12.31,"Smart TV",3,2024-05-14
"user_00103","thomas05@example.com","tina","robles",40,"Male","USA","North Carolina","Bakershire","Premium",2024-09-30,FALSE,15.6,"Desktop",4,2023-02-05
"user_00104","lorraineallen@example.net","james","edwards",49,"Unknown","USA","Georgia","Vaughnchester","Standard",2025-03-15,TRUE,12.52,"Tablet",3,2024-09-14
"user_00105","whitney78@example.com","sue","barr",22,"Unknown","USA","Florida","Ericaview","Basic",2023-02-28,TRUE,31.37,"Desktop",3,2023-06-04
"user_00106","shellyhendrix@example.com","hannah","stewart",38,"Male","Canada","Ontario","Keithshire","Basic",2025-04-09,FALSE,24.79,"Desktop",3,2025-01-15
"user_00107","bobby15@example.com","julie","harris",35,"Female","Canada","British Columbia","Derrickshire","Standard",2023-04-24,TRUE,8.38,"Laptop",4,2024-07-02
"user_00108","gutierrezjennifer@example.org","adam","russell",13,"Female","USA","Florida","Santosport","Premium",2023-06-10,TRUE,10.47,"Desktop",7,2025-04-23
"user_00109","amandasharp@example.org","robert","peck",24,"Other","USA","Indiana","Frenchburgh","Premium",2025-03-19,TRUE,24.33,"Gaming Console",3,2023-06-26
"user_00110","justin88@example.com","melissa","nelson",49,"Female","Canada","Quebec","Franciscomouth","Standard",2024-09-27,TRUE,38.06,"Smart TV",6,2024-10-18
"user_00111","gregorychase@example.com","zachary","morales",67,"Female","Canada","Manitoba","East Thomas","Basic",2022-08-09,TRUE,8.26,"Desktop",3,2023-04-18
"user_00112","kevin90@example.com","heather","contreras",33,"Male","USA","Arizona","Erikhaven","Standard",2024-08-27,TRUE,28.67,"Mobile",5,2023-09-09
"user_00113","susanmendoza@example.com","robert","todd",37,"Male","Canada","New Brunswick","Lake Karen","Standard",2024-02-28,TRUE,15.85,"Mobile",3,2022-10-27
"user_00114","poolerebecca@example.org","franklin","wilson",36,"Other","Canada","Manitoba","Davishaven","Premium",2025-01-04,TRUE,27.06,"Desktop",2,2022-12-25
"user_00115","jelliott@example.com","jennifer","scott",30,"Male","Canada","British Columbia","New Charles","Basic",2023-08-14,TRUE,19.82,"Desktop",3,2024-03-18
"user_00116","andersenthomas@example.com","hector","cannon",37,"Other","USA","Illinois","Victoriafurt","Standard",2025-03-12,FALSE,11.76,"Tablet",2,2023-09-18
"user_00117","david86@example.net","jessica","davenport",40,"Female","Canada","Quebec","Stevenside","Basic",2024-03-06,TRUE,17.91,"Smart TV",3,2023-05-01
"user_00118","joshuapineda@example.net","antonio","mendez",43,"Female","USA","Texas","East Carlos","Basic",2023-12-04,TRUE,42.395,"Mobile",2,2023-04-28
"user_00119","igonzales@example.org","donald","young",44,"Male","USA","Pennsylvania","Joelberg","Premium",2023-10-29,TRUE,19.75,"Smart TV",1,2022-10-08
"user_00120","dpeters@example.com","kristi","horton",39,"Male","USA","Maryland","West Nicholas","Basic",2023-04-23,TRUE,8.61,"Tablet",2,2023-06-28
"user_00121","jmelendez@example.com","angela","price",18,"Male","USA","Texas","West Deborah","Premium",2025-02-15,TRUE,1.08,"Mobile",4,2024-03-11
"user_00122","adamsemily@example.net","morgan","ballard",32,"Other","USA","New Jersey","Clarkmouth","Standard",2025-06-15,TRUE,4.65,"Smart TV",2,2023-03-23
"user_00123","burgesskaren@example.org","randy","arnold",45,"Male","USA","Illinois","Owensstad","Premium",2023-05-15,TRUE,7.55,"Tablet",6,2023-12-26
"user_00124","robin55@example.com","anna","figueroa",55,"Unknown","USA","Indiana","Angelashire","Premium",2023-06-21,TRUE,38.42,"Smart TV",2,2023-07-30
"user_00125","victorpena@example.net","jonathan","levy",53,"Female","USA","Texas","Jacksonstad","Standard",2023-01-02,TRUE,9.19,"Tablet",3,2023-02-20
"user_00126","combscharles@example.net","kathy","taylor",6,"Other","Canada","Saskatchewan","Lake Edwardborough","Premium",2023-09-15,TRUE,10.26,"Laptop",3,2024-07-25
"user_00127","patelrobert@example.org","amanda","smith",36,"Male","USA","Maryland","North Samantha","Standard",2023-04-23,TRUE,10.74,"Gaming Console",2,2025-01-12
"user_00128","zmiller@example.com","veronica","evans",34,"Female","Canada","Prince Edward Island","North Richardfurt","Premium",2022-10-02,TRUE,33.64,"Gaming Console",3,2024-09-11
"user_00129","pbruce@example.com","patricia","hall",46,"Female","USA","North Carolina","Brandonland","Premium",2025-04-13,TRUE,8.2,"Tablet",5,2023-02-15
"user_00130","alibrenda@example.net","sarah","martin",48,"Male","USA","Florida","Rhodesside","Basic",2023-09-26,TRUE,21.24,"Smart TV",5,2024-12-16
"user_00131","brian63@example.org","cassie","novak",54,"Male","USA","Arizona","Lake Joshuamouth","Basic",2023-04-09,TRUE,13.08,"Mobile",3,2023-11-19
"user_00132","bartonkenneth@example.org","christopher","james",61,"Female","USA","North Carolina","Stewartville","Basic",2022-08-07,TRUE,31.69,"Laptop",6,2023-12-03
"user_00133","andersonjacob@example.com","dakota","gomez",18,"Female","Canada","Prince Edward Island","Michelletown","Standard",2023-10-29,TRUE,2.83,"Laptop",5,2024-10-05
"user_00134","ginajackson@example.com","joseph","brown",59,"Female","Canada","Saskatchewan","Robertfort","Premium+",2023-09-01,TRUE,4.01,"Desktop",4,2024-09-30
"user_00135","stephentaylor@example.org","martin","brock",16,"Male","USA","Georgia","Cookberg","Premium",2023-07-19,TRUE,15.86,"Gaming Console",2,2024-01-09
"user_00136","snovak@example.net","tammy","nguyen",7,"Female","USA","Massachusetts","Diazshire","Premium",2024-05-12,TRUE,16.3,"Laptop",2,2024-08-19
"user_00137","nhahn@example.com","marie","fuentes",26,"Female","USA","California","Taylorport","Basic",2023-05-05,FALSE,2.86,"Gaming Console",2,2024-09-24
"user_00138","colecarla@example.net","amanda","stephens",32,"Female","USA","Virginia","North Kaylastad","Standard",2024-07-11,TRUE,35.61,"Laptop",3,2024-04-11
"user_00139","tammy61@example.org","jonathan","griffin",45,"Female","USA","Massachusetts","Bartonshire","Standard",2023-08-15,TRUE,17.44,"Laptop",3,2024-01-14
"user_00140","fknapp@example.org","michael","gibson",51,"Male","USA","Arizona","Baileyville","Standard",2024-10-01,FALSE,22.42,"Smart TV",3,2023-07-18
"user_00141","patrickdarin@example.com","erica","spears",34,"Other","USA","Wisconsin","New Ethan","Premium+",2025-06-17,TRUE,9.11,"Tablet",2,2024-12-24
"user_00142","daniellereynolds@example.org","shannon","price",12,"Male","USA","Wisconsin","West Karen","Basic",2024-04-25,TRUE,14,"Desktop",1,2023-09-07
"user_00143","qwilson@example.com","candice","matthews",36,"Female","USA","Illinois","Meganburgh","Basic",2025-05-04,TRUE,13.02,"Smart TV",1,2024-08-08
"user_00144","allendaryl@example.com","william","carlson",59,"Female","Canada","Alberta","Lopezside","Standard",2024-04-01,TRUE,38.32,"Laptop",1,2023-06-15
"user_00145","megan90@example.com","todd","ochoa",46,"Female","USA","North Carolina","Cohenchester","Premium+",2024-01-19,TRUE,10.81,"Mobile",2,2024-04-13
"user_00146","antonio38@example.com","kimberly","dunn",29,"Male","USA","Illinois","West Kimberlystad","Premium+",2024-11-11,FALSE,23.27,"Gaming Console",3,2024-03-23
"user_00147","fitzgeralddesiree@example.org","nancy","cole",30,"Female","USA","Massachusetts","South Michelleville","Premium",2023-03-20,TRUE,24.56,"Smart TV",2,2025-03-03
"user_00148","christinaglover@example.org","ashley","carlson",9,"Female","USA","New Jersey","Tiffanyport","Premium",2024-04-20,TRUE,7.45,"Gaming Console",5,2022-12-29
"user_00149","riddlemichelle@example.org","john","poole",18,"Female","Canada","Newfoundland and Labrador","Thomasview","Standard",2023-09-17,TRUE,2.54,"Gaming Console",4,2024-06-27
"user_00150","rrobertson@example.net","shawn","murphy",44,"Male","Canada","Manitoba","Lake Teresastad","Premium+",2024-12-21,TRUE,16.45,"Gaming Console",1,2023-03-29
"user_00151","troymorris@example.com","amy","knight",25,"Male","USA","New York","Patriciaton","Premium",2022-11-19,TRUE,5.53,"Laptop",4,2022-08-20
"user_00152","bbryant@example.org","nicole","moore",23,"Male","USA","Washington","Lake Michaelland","Premium",2024-07-30,TRUE,11.15,"Smart TV",3,2022-09-28
"user_00153","rubendavis@example.org","jason","anderson",25,"Female","USA","New York","Smithmouth","Standard",2025-07-20,TRUE,11.84,"Desktop",3,2024-09-01
"user_00154","perezchristopher@example.org","lawrence","taylor",51,"Female","Canada","Saskatchewan","North Alyssa","Basic",2024-05-31,TRUE,18.18,"Smart TV",2,2023-11-28
"user_00155","samanthajensen@example.com","christopher","taylor",43,"Female","Canada","Quebec","Bellchester","Premium",2024-12-16,TRUE,18.64,"Mobile",2,2023-06-02
"user_00156","angelagreene@example.net","kimberly","abbott",31,"Male","USA","Virginia","New Catherine","Basic",2024-10-29,TRUE,4.66,"Tablet",2,2024-07-11
"user_00157","pcruz@example.com","allison","hatfield",41,"Unknown","USA","Texas","South Michelle","Standard",2023-09-06,TRUE,2.88,"Tablet",7,2024-11-15
"user_00158","matthewsalexander@example.org","sandra","hunter",15,"Other","USA","Missouri","Milesland","Premium",2023-06-02,TRUE,27.31,"Laptop",1,2022-10-28
"user_00159","amandamyers@example.net","kyle","blair",28,"Female","USA","Illinois","East Christopherchester","Basic",2023-12-11,TRUE,16.55,"Desktop",2,2023-07-07
"user_00160","smithderrick@example.org","tyler","mills",11,"Male","USA","Florida","West David","Premium",2024-10-13,FALSE,17.58,"Smart TV",7,2024-11-25
"user_00161","lindsay48@example.org","jennifer","crawford",36,"Other","USA","Wisconsin","South Micheleburgh","Basic",2023-01-21,TRUE,42.395,"Mobile",1,2025-04-08
"user_00162","joycesmith@example.org","brandon","reyes",35,"Male","USA","Tennessee","Port Austin","Basic",2023-04-05,FALSE,17.7,"Laptop",5,2023-11-02
"user_00163","margaret95@example.org","harry","finley",26,"Female","USA","Wisconsin","Clineport","Basic",2022-11-04,TRUE,23.88,"Mobile",1,2022-08-11
"user_00164","anne49@example.org","micheal","cuevas",21,"Male","USA","Maryland","East Adam","Standard",2022-08-28,TRUE,2.92,"Gaming Console",2,2024-06-29
"user_00165","aaron64@example.org","alyssa","barnes",35,"Other","USA","Illinois","Lake Joshua","Premium",2025-05-07,TRUE,24,"Mobile",1,2024-09-09
"user_00166","fvillegas@example.net","william","jones",38,"Female","USA","Michigan","Batesberg","Standard",2023-06-17,TRUE,16.94,"Mobile",1,2025-05-13
"user_00167","louis43@example.org","derek","moore",36,"Unknown","USA","Arizona","Owenschester","Basic",2024-03-11,FALSE,15.17,"Gaming Console",1,2023-12-11
"user_00168","melissa12@example.net","margaret","lewis",5,"Male","Canada","Alberta","North Jennifer","Standard",2023-10-10,TRUE,14,"Smart TV",2,2024-08-14
"user_00169","anthonysullivan@example.com","cody","lara",34,"Unknown","USA","Virginia","North Bryanbury","Standard",2023-03-07,TRUE,19.02,"Gaming Console",1,2023-09-14
"user_00170","samantha10@example.org","rachel","lamb",23,"Male","USA","Texas","Davidmouth","Premium",2023-02-02,TRUE,18.12,"Tablet",4,2025-01-19
"user_00171","rjohnson@example.com","michael","hill",28,"Female","USA","Massachusetts","North Christina","Basic",2024-07-11,TRUE,10.45,"Smart TV",2,2023-10-28
